timestamp;total;ASH_COATED_OSMIUM;INTARIAN_PEPPER_ROOT
595200;58092.0;11093.0;46999.0
595300;58092.0;11253.0;46839.0
595400;58292.0;11253.0;47039.0
595500;58332.0;11173.0;47159.0
595600;58332.0;11293.0;47039.0
595700;58492.0;11453.0;47039.0
595800;58332.0;11253.0;47079.0
595900;58332.0;11253.0;47079.0
596000;58412.0;11333.0;47079.0
596100;58332.0;11253.0;47079.0
596200;58132.0;11173.0;46959.0
596300;58372.0;11253.0;47119.0
596400;58452.0;11333.0;47119.0
596500;58132.0;11133.0;46999.0
596600;58252.0;11133.0;47119.0
596700;58372.0;11253.0;47119.0
596800;58532.0;11253.0;47279.0
596900;58532.0;11253.0;47279.0
597000;58532.0;11373.0;47159.0
597100;57652.0;10813.0;46839.0
597200;58412.0;11373.0;47039.0
597300;58572.0;11373.0;47199.0
597400;58212.0;10893.0;47319.0
597500;58572.0;11373.0;47199.0
597600;58532.0;11333.0;47199.0
597700;58532.0;11333.0;47199.0
597800;58532.0;11413.0;47119.0
597900;58652.0;11413.0;47239.0
598000;58652.0;11413.0;47239.0
598100;58612.0;11373.0;47239.0
598200;58852.0;11493.0;47359.0
598300;58852.0;11573.0;47279.0
598400;58772.0;11493.0;47279.0
598500;58772.0;11493.0;47279.0
598600;58772.0;11493.0;47279.0
598700;58852.0;11413.0;47439.0
598800;58812.0;11493.0;47319.0
598900;58812.0;11493.0;47319.0
599000;58812.0;11493.0;47319.0
599100;58812.0;11493.0;47319.0
599200;58692.0;11373.0;47319.0
599300;58612.0;11413.0;47199.0
599400;58492.0;11133.0;47359.0
599500;58732.0;11373.0;47359.0
599600;58852.0;11493.0;47359.0
599700;58852.0;11493.0;47359.0
599800;58892.0;11493.0;47399.0
599900;59012.0;11613.0;47399.0
600000;58892.0;11493.0;47399.0
600100;58892.0;11493.0;47399.0
600200;58972.0;11573.0;47399.0
600300;58892.0;11493.0;47399.0
600400;58932.0;11493.0;47439.0
600500;58932.0;11493.0;47439.0
600600;58974.0;11535.0;47439.0
600700;58974.0;11535.0;47439.0
600800;58866.0;11387.0;47479.0
600900;59051.0;11572.0;47479.0
601000;58866.0;11387.0;47479.0
601100;58866.0;11387.0;47479.0
601200;59125.0;11646.0;47479.0
601300;58764.0;11165.0;47599.0
601400;58524.0;11165.0;47359.0
601500;58906.0;11387.0;47519.0
601600;58955.0;11276.0;47679.0
601700;58857.0;11498.0;47359.0
601800;58857.0;11498.0;47359.0
601900;59140.0;11461.0;47679.0
602000;59140.0;11461.0;47679.0
602100;59140.0;11461.0;47679.0
602200;59057.0;11498.0;47559.0
602300;58826.0;11387.0;47439.0
602400;58875.0;11276.0;47599.0
602500;59060.0;11461.0;47599.0
602600;59146.0;11387.0;47759.0
602700;59248.0;11609.0;47639.0
602800;59026.0;11387.0;47639.0
602900;58738.0;11099.0;47639.0
603000;58954.0;11315.0;47639.0
603100;58954.0;11315.0;47639.0
603200;58954.0;11315.0;47639.0
603300;58894.0;11135.0;47759.0
603400;58850.0;11171.0;47679.0
603500;59030.0;11351.0;47679.0
603600;59334.0;11495.0;47839.0
603700;58962.0;11243.0;47719.0
603800;59034.0;11315.0;47719.0
603900;59034.0;11315.0;47719.0
604000;59154.0;11315.0;47839.0
