timestamp;total;EMERALDS;TOMATOES
889000;12122.0;6643.0;5479.0
889100;12122.0;6643.0;5479.0
889200;12082.0;6643.0;5439.0
889300;12042.0;6643.0;5399.0
889400;12002.0;6643.0;5359.0
889500;12082.0;6643.0;5439.0
889600;12042.0;6643.0;5399.0
889700;12082.0;6643.0;5439.0
889800;12082.0;6643.0;5439.0
889900;12042.0;6643.0;5399.0
890000;12002.0;6643.0;5359.0
890100;12082.0;6643.0;5439.0
890200;12122.0;6643.0;5479.0
890300;12082.0;6643.0;5439.0
890400;12082.0;6643.0;5439.0
890500;12242.0;6643.0;5599.0
890600;12002.0;6643.0;5359.0
890700;12042.0;6643.0;5399.0
890800;12082.0;6643.0;5439.0
890900;12002.0;6643.0;5359.0
891000;12002.0;6643.0;5359.0
891100;12002.0;6643.0;5359.0
891200;12002.0;6643.0;5359.0
891300;12002.0;6643.0;5359.0
891400;12002.0;6643.0;5359.0
891500;12002.0;6643.0;5359.0
891600;12002.0;6643.0;5359.0
891700;11962.0;6643.0;5319.0
891800;12150.0;6791.0;5359.0
891900;11922.0;6643.0;5279.0
892000;11842.0;6643.0;5199.0
892100;11842.0;6643.0;5199.0
892200;11802.0;6643.0;5159.0
892300;11842.0;6643.0;5199.0
892400;11802.0;6643.0;5159.0
892500;11762.0;6643.0;5119.0
892600;11762.0;6643.0;5119.0
892700;11762.0;6643.0;5119.0
892800;11722.0;6643.0;5079.0
892900;11722.0;6643.0;5079.0
893000;11762.0;6643.0;5119.0
893100;11762.0;6643.0;5119.0
893200;11762.0;6643.0;5119.0
893300;12082.0;6643.0;5439.0
893400;11842.0;6643.0;5199.0
893500;11922.0;6643.0;5279.0
893600;11962.0;6643.0;5319.0
893700;11922.0;6643.0;5279.0
893800;11842.0;6643.0;5199.0
893900;11802.0;6643.0;5159.0
894000;11762.0;6643.0;5119.0
894100;11762.0;6643.0;5119.0
894200;11802.0;6643.0;5159.0
894300;11842.0;6643.0;5199.0
894400;11870.0;6671.0;5199.0
894500;11870.0;6671.0;5199.0
894600;11870.0;6671.0;5199.0
894700;11830.0;6671.0;5159.0
894800;11830.0;6671.0;5159.0
894900;11790.0;6671.0;5119.0
895000;11830.0;6671.0;5159.0
895100;11830.0;6671.0;5159.0
895200;11830.0;6671.0;5159.0
895300;11790.0;6671.0;5119.0
895400;11790.0;6671.0;5119.0
895500;11710.0;6671.0;5039.0
895600;11710.0;6671.0;5039.0
895700;11790.0;6671.0;5119.0
895800;11790.0;6671.0;5119.0
895900;11790.0;6671.0;5119.0
896000;11790.0;6671.0;5119.0
896100;11830.0;6671.0;5159.0
896200;11790.0;6671.0;5119.0
896300;11790.0;6671.0;5119.0
896400;11870.0;6671.0;5199.0
896500;11910.0;6671.0;5239.0
896600;11870.0;6671.0;5199.0
896700;11870.0;6671.0;5199.0
896800;11830.0;6671.0;5159.0
896900;11750.0;6671.0;5079.0
897000;11790.0;6671.0;5119.0
897100;11830.0;6671.0;5159.0
897200;11830.0;6671.0;5159.0
897300;11830.0;6671.0;5159.0
897400;11830.0;6671.0;5159.0
897500;11830.0;6671.0;5159.0
897600;11790.0;6671.0;5119.0
897700;11790.0;6671.0;5119.0
897800;11830.0;6671.0;5159.0
897900;11830.0;6671.0;5159.0
898000;11790.0;6671.0;5119.0
898100;11710.0;6671.0;5039.0
898200;11710.0;6671.0;5039.0
898300;11710.0;6671.0;5039.0
898400;11670.0;6671.0;4999.0
898500;11670.0;6671.0;4999.0
898600;11630.0;6671.0;4959.0
898700;11590.0;6671.0;4919.0
898800;11670.0;6671.0;4999.0
898900;11590.0;6671.0;4919.0
899000;11510.0;6671.0;4839.0
899100;11470.0;6671.0;4799.0
899200;11470.0;6671.0;4799.0
899300;11470.0;6671.0;4799.0
899400;11470.0;6671.0;4799.0
899500;11390.0;6671.0;4719.0
899600;11390.0;6671.0;4719.0
899700;11430.0;6671.0;4759.0
899800;11430.0;6671.0;4759.0
899900;11430.0;6671.0;4759.0
900000;11430.0;6671.0;4759.0
900100;11454.0;6671.0;4783.0
900200;11472.0;6727.0;4745.0
900300;11483.0;6727.0;4756.0
900400;11405.0;6727.0;4678.0
900500;11327.0;6727.0;4600.0
900600;11249.0;6727.0;4522.0
900700;11249.0;6727.0;4522.0
900800;11210.0;6727.0;4483.0
900900;11260.0;6727.0;4533.0
901000;11260.0;6727.0;4533.0
901100;11300.0;6727.0;4573.0
901200;11220.0;6727.0;4493.0
901300;11180.0;6727.0;4453.0
901400;11180.0;6727.0;4453.0
901500;11220.0;6727.0;4493.0
901600;11300.0;6727.0;4573.0
901700;11340.0;6727.0;4613.0
901800;11300.0;6727.0;4573.0
901900;11260.0;6727.0;4533.0
902000;11300.0;6727.0;4573.0
902100;11300.0;6727.0;4573.0
902200;11340.0;6727.0;4613.0
902300;11460.0;6727.0;4733.0
902400;11460.0;6727.0;4733.0
902500;11500.0;6727.0;4773.0
902600;11580.0;6727.0;4853.0
902700;11620.0;6727.0;4893.0
902800;11740.0;6727.0;5013.0
902900;11700.0;6727.0;4973.0
903000;11700.0;6727.0;4973.0
903100;11700.0;6727.0;4973.0
903200;11660.0;6727.0;4933.0
903300;11660.0;6727.0;4933.0
903400;11580.0;6727.0;4853.0
903500;11580.0;6727.0;4853.0
903600;11500.0;6727.0;4773.0
903700;11500.0;6727.0;4773.0
903800;11500.0;6727.0;4773.0
903900;11540.0;6727.0;4813.0
904000;11540.0;6727.0;4813.0
904100;11500.0;6727.0;4773.0
904200;11460.0;6727.0;4733.0
904300;11540.0;6727.0;4813.0
904400;11500.0;6727.0;4773.0
904500;11481.0;6748.0;4733.0
904600;11401.0;6748.0;4653.0
904700;11441.0;6748.0;4693.0
904800;11441.0;6748.0;4693.0
904900;11369.0;6636.0;4733.0
905000;11450.0;6797.0;4653.0
905100;11490.0;6797.0;4693.0
905200;11530.0;6797.0;4733.0
905300;11530.0;6797.0;4733.0
905400;11570.0;6797.0;4773.0
905500;11570.0;6797.0;4773.0
905600;11805.0;6832.0;4973.0
905700;11645.0;6832.0;4813.0
905800;11685.0;6832.0;4853.0
905900;11645.0;6832.0;4813.0
906000;11645.0;6832.0;4813.0
906100;11725.0;6832.0;4893.0
906200;11765.0;6832.0;4933.0
906300;11765.0;6832.0;4933.0
906400;11765.0;6832.0;4933.0
906500;11765.0;6832.0;4933.0
906600;11805.0;6832.0;4973.0
906700;11805.0;6832.0;4973.0
906800;11765.0;6832.0;4933.0
906900;11845.0;6832.0;5013.0
907000;11805.0;6832.0;4973.0
907100;11805.0;6832.0;4973.0
907200;11845.0;6832.0;5013.0
907300;11845.0;6832.0;5013.0
907400;11845.0;6832.0;5013.0
907500;11821.0;6768.0;5053.0
907600;11885.0;6832.0;5053.0
907700;11885.0;6832.0;5053.0
907800;11989.0;6896.0;5093.0
907900;11925.0;6832.0;5093.0
908000;11925.0;6832.0;5093.0
908100;11925.0;6832.0;5093.0
908200;11965.0;6832.0;5133.0
908300;11965.0;6832.0;5133.0
908400;12005.0;6832.0;5173.0
908500;12005.0;6832.0;5173.0
908600;11965.0;6832.0;5133.0
908700;11965.0;6832.0;5133.0
908800;11965.0;6832.0;5133.0
908900;11925.0;6832.0;5093.0
909000;12005.0;6832.0;5173.0
909100;12047.0;6874.0;5173.0
909200;12099.0;6874.0;5225.0
909300;12060.0;6874.0;5186.0
909400;12088.0;6902.0;5186.0
909500;12127.0;6902.0;5225.0
909600;12088.0;6902.0;5186.0
909700;12010.0;6902.0;5108.0
909800;12049.0;6902.0;5147.0
909900;12088.0;6902.0;5186.0
910000;12088.0;6902.0;5186.0
910100;12088.0;6902.0;5186.0
910200;12088.0;6902.0;5186.0
910300;11971.0;6902.0;5069.0
910400;12010.0;6902.0;5108.0
910500;12010.0;6902.0;5108.0
910600;12049.0;6902.0;5147.0
910700;12088.0;6902.0;5186.0
910800;12088.0;6902.0;5186.0
910900;12166.0;6902.0;5264.0
911000;12166.0;6902.0;5264.0
911100;12182.5;6902.0;5280.5
911200;12145.0;6902.0;5243.0
911300;12370.0;6902.0;5468.0
911400;12220.0;6902.0;5318.0
911500;12232.0;6902.0;5330.0
911600;12193.5;6902.0;5291.5
911700;12193.5;6902.0;5291.5
911800;12116.5;6902.0;5214.5
911900;12078.0;6902.0;5176.0
912000;12116.5;6902.0;5214.5
912100;12039.5;6902.0;5137.5
912200;12078.0;6902.0;5176.0
912300;11935.5;6798.0;5137.5
912400;12078.0;6902.0;5176.0
912500;12138.5;6902.0;5236.5
912600;12138.5;6902.0;5236.5
912700;12175.0;6902.0;5273.0
