timestamp,total,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,VEV_4000,VEV_4500,VEV_5000,VEV_5100,VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500
963900,290256.0,51131.0,39400.5,12978.5,20074.5,45358.5,45568.5,39852.5,23615.0,8402.0,3875.0,0.0,0.0
964000,288705.5,51959.0,39738.5,12384.5,19484.5,44916.0,44978.5,39557.5,23320.0,8492.0,3875.0,0.0,0.0
964100,289758.0,53159.0,39738.5,12384.5,19484.5,44768.5,44978.5,39557.5,23320.0,8492.0,3875.0,0.0,0.0
964200,291723.5,53759.0,39569.5,12681.5,19779.5,45063.5,45273.5,39852.5,23467.5,8402.0,3875.0,0.0,0.0
964300,290305.5,53559.0,39738.5,12384.5,19484.5,44916.0,44978.5,39557.5,23320.0,8492.0,3875.0,0.0,0.0
964400,290011.5,53159.0,39992.0,12384.5,19484.5,44768.5,44978.5,39557.5,23320.0,8492.0,3875.0,0.0,0.0
964500,290719.0,53559.0,39561.0,12533.0,19632.0,45063.5,45126.0,39557.5,23320.0,8492.0,3875.0,0.0,0.0
964600,290274.5,53959.0,39455.0,12384.5,19484.5,44768.5,44978.5,39557.5,23320.0,8492.0,3875.0,0.0,0.0
964700,288386.5,54359.0,39826.0,11790.5,18894.5,44326.0,44536.0,39262.5,23025.0,8492.0,3875.0,0.0,0.0
964800,286870.0,54583.0,39620.0,11493.5,18599.5,44031.0,44093.5,38967.5,23025.0,8582.0,3875.0,0.0,0.0
964900,286860.5,54583.0,39463.0,11493.5,18599.5,44031.0,44241.0,38967.5,23025.0,8582.0,3875.0,0.0,0.0
965000,288964.5,54583.0,39441.5,11939.0,19042.0,44473.5,44683.5,39262.5,23172.5,8492.0,3875.0,0.0,0.0
965100,287152.0,53799.0,39356.5,11790.5,18894.5,44326.0,44388.5,39115.0,23025.0,8582.0,3875.0,0.0,0.0
965200,287020.5,53995.0,39176.5,11790.5,18894.5,44178.5,44388.5,39115.0,23025.0,8582.0,3875.0,0.0,0.0
965300,288365.0,54191.0,39234.0,11939.0,19042.0,44473.5,44683.5,39262.5,23172.5,8492.0,3875.0,0.0,0.0
965400,290730.0,54583.0,39434.0,12384.5,19337.0,44768.5,44978.5,39557.5,23320.0,8492.0,3875.0,0.0,0.0
965500,291613.0,55171.0,39434.0,12384.5,19484.5,44916.0,44978.5,39557.5,23320.0,8492.0,3875.0,0.0,0.0
965600,293444.5,55563.0,39634.0,12681.5,19779.5,45063.5,45273.5,39705.0,23467.5,8402.0,3875.0,0.0,0.0
965700,293987.0,55367.0,39634.0,12830.0,19927.0,45211.0,45273.5,39852.5,23615.0,8402.0,3875.0,0.0,0.0
965800,294238.5,54975.0,39834.0,12978.5,19927.0,45358.5,45421.0,39852.5,23615.0,8402.0,3875.0,0.0,0.0
965900,293151.5,54975.0,39634.0,12681.5,19779.5,45211.0,45273.5,39852.5,23467.5,8402.0,3875.0,0.0,0.0
966000,293994.0,54583.0,39834.0,12978.5,20074.5,45358.5,45421.0,39852.5,23615.0,8402.0,3875.0,0.0,0.0
966100,294240.5,54387.0,39834.0,12978.5,20074.5,45506.0,45568.5,40000.0,23615.0,8402.0,3875.0,0.0,0.0
966200,295581.0,54583.0,40034.0,13275.5,20222.0,45653.5,45716.0,40147.5,23762.5,8312.0,3875.0,0.0,0.0
